,taxonomia,ordem,familia,subfamilia,genero,especie,nome_pt,nome_eng,url_wikiaves
1046646,Phlegopsis borbae,Passeriformes,Thamnophilidae,Thamnophilinae,Phlegopsis,borbae,mãe-de-taoca-dourada,Pale-faced Bare-eye,https://www.wikiaves.com.br/wiki/mae-de-taoca-dourada
1046647,Phlegopsis erythroptera,Passeriformes,Thamnophilidae,Thamnophilinae,Phlegopsis,erythroptera,mãe-de-taoca-avermelhada,Reddish-winged Bare-eye,https://www.wikiaves.com.br/wiki/mae-de-taoca-avermelhada
1046648,Gymnopithys leucaspis,Passeriformes,Thamnophilidae,Thamnophilinae,Gymnopithys,leucaspis,mãe-de-taoca-bochechuda,White-cheeked Antbird,https://www.wikiaves.com.br/wiki/mae-de-taoca-bochechuda
1046649,Gymnopithys rufigula,Passeriformes,Thamnophilidae,Thamnophilinae,Gymnopithys,rufigula,mãe-de-taoca-de-garganta-vermelha,Rufous-throated Antbird,https://www.wikiaves.com.br/wiki/mae-de-taoca-de-garganta-vermelha
1046650,Oneillornis salvini,Passeriformes,Thamnophilidae,Thamnophilinae,Oneillornis,salvini,mãe-de-taoca-de-cauda-barrada,White-throated Antbird,https://www.wikiaves.com.br/wiki/mae-de-taoca-de-cauda-barrada
1046651,Rhegmatorhina gymnops,Passeriformes,Thamnophilidae,Thamnophilinae,Rhegmatorhina,gymnops,mãe-de-taoca-de-cara-branca,Bare-eyed Antbird,https://www.wikiaves.com.br/wiki/mae-de-taoca-de-cara-branca
1046652,Rhegmatorhina berlepschi,Passeriformes,Thamnophilidae,Thamnophilinae,Rhegmatorhina,berlepschi,mãe-de-taoca-arlequim,Harlequin Antbird,https://www.wikiaves.com.br/wiki/mae-de-taoca-arlequim
1046653,Rhegmatorhina hoffmannsi,Passeriformes,Thamnophilidae,Thamnophilinae,Rhegmatorhina,hoffmannsi,mãe-de-taoca-papuda,White-breasted Antbird,https://www.wikiaves.com.br/wiki/mae-de-taoca-papuda
1046654,Rhegmatorhina cristata,Passeriformes,Thamnophilidae,Thamnophilinae,Rhegmatorhina,cristata,mãe-de-taoca-cristada,Chestnut-crested Antbird,https://www.wikiaves.com.br/wiki/mae-de-taoca-cristada
1046655,Rhegmatorhina melanosticta,Passeriformes,Thamnophilidae,Thamnophilinae,Rhegmatorhina,melanosticta,mãe-de-taoca-cabeçuda,Hairy-crested Antbird,https://www.wikiaves.com.br/wiki/mae-de-taoca-cabecuda
1046656,Melanopareia bitorquata,Passeriformes,Melanopareiidae,,Melanopareia,bitorquata,meia-lua-de-coleira-dupla,Double-collared Crescentchest,https://www.wikiaves.com.br/wiki/meia-lua-de-coleira-dupla
1046657,Melanopareia torquata,Passeriformes,Melanopareiidae,,Melanopareia,torquata,meia-lua-do-cerrado,Collared Crescentchest,https://www.wikiaves.com.br/wiki/meia-lua-do-cerrado
1046658,Conopophaga melanogaster,Passeriformes,Conopophagidae,,Conopophaga,melanogaster,chupa-dente-grande,Black-bellied Gnateater,https://www.wikiaves.com.br/wiki/chupa-dente-grande
1046659,Conopophaga melanops,Passeriformes,Conopophagidae,,Conopophaga,melanops,cuspidor-de-máscara-preta,Black-cheeked Gnateater,https://www.wikiaves.com.br/wiki/cuspidor-de-mascara-preta
1046660,Conopophaga aurita,Passeriformes,Conopophagidae,,Conopophaga,aurita,chupa-dente-de-cinta,Chestnut-belted Gnateater,https://www.wikiaves.com.br/wiki/chupa-dente-de-cinta
1046661,Conopophaga peruviana,Passeriformes,Conopophagidae,,Conopophaga,peruviana,chupa-dente-do-peru,Ash-throated Gnateater,https://www.wikiaves.com.br/wiki/chupa-dente-do-peru
1046662,Conopophaga cearae,Passeriformes,Conopophagidae,,Conopophaga,cearae,chupa-dente-do-nordeste,Ceara Gnateater,https://www.wikiaves.com.br/wiki/chupa-dente-do-nordeste
1046663,Conopophaga roberti,Passeriformes,Conopophagidae,,Conopophaga,roberti,chupa-dente-de-capuz,Hooded Gnateater,https://www.wikiaves.com.br/wiki/chupa-dente-de-capuz
1046664,Conopophaga lineata,Passeriformes,Conopophagidae,,Conopophaga,lineata,chupa-dente,Rufous Gnateater,https://www.wikiaves.com.br/wiki/chupa-dente
1046665,Grallaria varia,Passeriformes,Grallariidae,,Grallaria,varia,tovacuçu,Variegated Antpitta,https://www.wikiaves.com.br/wiki/tovacucu
1046666,Grallaria guatimalensis,Passeriformes,Grallariidae,,Grallaria,guatimalensis,tovacuçu-corujinha,Scaled Antpitta,https://www.wikiaves.com.br/wiki/tovacucu-corujinha
1046667,Grallaria eludens,Passeriformes,Grallariidae,,Grallaria,eludens,tovacuçu-xodó,Elusive Antpitta,https://www.wikiaves.com.br/wiki/tovacucu-xodo
1046668,Cryptopezus nattereri,Passeriformes,Grallariidae,,Cryptopezus,nattereri,pinto-do-mato,Speckle-breasted Antpitta,https://www.wikiaves.com.br/wiki/pinto-do-mato
1046669,Grallaricula nana,Passeriformes,Grallariidae,,Grallaricula,nana,tovaquinha-de-coroa-cinza,Slate-crowned Antpitta,https://www.wikiaves.com.br/wiki/tovaquinha-de-coroa-cinza
1046670,Hylopezus ochroleucus,Passeriformes,Grallariidae,,Hylopezus,ochroleucus,pompeu,White-browed Antpitta,https://www.wikiaves.com.br/wiki/pompeu
1046671,Hylopezus macularius,Passeriformes,Grallariidae,,Hylopezus,macularius,torom-carijó,Spotted Antpitta,https://www.wikiaves.com.br/wiki/torom-carijo
1046673,Hylopezus whittakeri,Passeriformes,Grallariidae,,Hylopezus,whittakeri,torom-de-alta-floresta,Alta Floresta Antpitta,https://www.wikiaves.com.br/wiki/torom-de-alta-floresta
1046674,Hylopezus paraensis,Passeriformes,Grallariidae,,Hylopezus,paraensis,torom-do-pará,Snethlage's Antpitta,https://www.wikiaves.com.br/wiki/torom-do-para
1046675,Myrmothera berlepschi,Passeriformes,Grallariidae,,Myrmothera,berlepschi,torom-torom,Amazonian Antpitta,https://www.wikiaves.com.br/wiki/torom-torom
1046676,Myrmothera campanisona,Passeriformes,Grallariidae,,Myrmothera,campanisona,tovaca-patinho,Thrush-like Antpitta,https://www.wikiaves.com.br/wiki/tovaca-patinho
1046677,Myrmothera simplex,Passeriformes,Grallariidae,,Myrmothera,simplex,torom-de-peito-pardo,Tepui Antpitta,https://www.wikiaves.com.br/wiki/torom-de-peito-pardo
1046678,Myrmothera subcanescens,Passeriformes,Grallariidae,,Myrmothera,subcanescens,tovaca-do-tapajós,Tapajos Antpitta,https://www.wikiaves.com.br/wiki/tovaca-do-tapajos
1046679,Psilorhamphus guttatus,Passeriformes,Rhinocryptidae,Rhinocryptinae,Psilorhamphus,guttatus,tapaculo-pintado,Spotted Bamboowren,https://www.wikiaves.com.br/wiki/tapaculo-pintado
1046680,Liosceles thoracicus,Passeriformes,Rhinocryptidae,Rhinocryptinae,Liosceles,thoracicus,corneteiro-da-mata,Rusty-belted Tapaculo,https://www.wikiaves.com.br/wiki/corneteiro-da-mata
1046681,Merulaxis ater,Passeriformes,Rhinocryptidae,Scytalopodinae,Merulaxis,ater,entufado,Slaty Bristlefront,https://www.wikiaves.com.br/wiki/entufado
1046682,Merulaxis stresemanni,Passeriformes,Rhinocryptidae,Scytalopodinae,Merulaxis,stresemanni,entufado-baiano,Stresemann's Bristlefront,https://www.wikiaves.com.br/wiki/entufado-baiano
1046683,Eleoscytalopus indigoticus,Passeriformes,Rhinocryptidae,Scytalopodinae,Eleoscytalopus,indigoticus,macuquinho,White-breasted Tapaculo,https://www.wikiaves.com.br/wiki/macuquinho
1046684,Eleoscytalopus psychopompus,Passeriformes,Rhinocryptidae,Scytalopodinae,Eleoscytalopus,psychopompus,macuquinho-baiano,Bahia Tapaculo,https://www.wikiaves.com.br/wiki/macuquinho-baiano
1046685,Scytalopus iraiensis,Passeriformes,Rhinocryptidae,Scytalopodinae,Scytalopus,iraiensis,tapaculo-da-várzea,Marsh Tapaculo,https://www.wikiaves.com.br/wiki/tapaculo-da-varzea
1046686,Scytalopus diamantinensis,Passeriformes,Rhinocryptidae,Scytalopodinae,Scytalopus,diamantinensis,tapaculo-da-chapada-diamantina,Diamantina Tapaculo,https://www.wikiaves.com.br/wiki/tapaculo-da-chapada-diamantina
1046687,Scytalopus novacapitalis,Passeriformes,Rhinocryptidae,Scytalopodinae,Scytalopus,novacapitalis,tapaculo-de-brasília,Brasilia Tapaculo,https://www.wikiaves.com.br/wiki/tapaculo-de-brasilia
1046688,Scytalopus petrophilus,Passeriformes,Rhinocryptidae,Scytalopodinae,Scytalopus,petrophilus,tapaculo-serrano,Rock Tapaculo,https://www.wikiaves.com.br/wiki/tapaculo-serrano
1046689,Scytalopus pachecoi,Passeriformes,Rhinocryptidae,Scytalopodinae,Scytalopus,pachecoi,tapaculo-ferreirinho,Planalto Tapaculo,https://www.wikiaves.com.br/wiki/tapaculo-ferreirinho
1046690,Scytalopus gonzagai,Passeriformes,Rhinocryptidae,Scytalopodinae,Scytalopus,gonzagai,tapaculo-preto-baiano,Boa Nova Tapaculo,https://www.wikiaves.com.br/wiki/tapaculo-preto-baiano
1046691,Scytalopus speluncae,Passeriformes,Rhinocryptidae,Scytalopodinae,Scytalopus,speluncae,tapaculo-preto,Mouse-colored Tapaculo,https://www.wikiaves.com.br/wiki/tapaculo-preto
1046692,Formicarius colma,Passeriformes,Formicariidae,,Formicarius,colma,galinha-do-mato,Rufous-capped Antthrush,https://www.wikiaves.com.br/wiki/galinha-do-mato
1046693,Formicarius analis,Passeriformes,Formicariidae,,Formicarius,analis,pinto-do-mato-de-cara-preta,Black-faced Antthrush,https://www.wikiaves.com.br/wiki/pinto-do-mato-de-cara-preta
1046694,Formicarius rufifrons,Passeriformes,Formicariidae,,Formicarius,rufifrons,pinto-do-mato-de-fronte-ruiva,Rufous-fronted Antthrush,https://www.wikiaves.com.br/wiki/pinto-do-mato-de-fronte-ruiva
1046695,Chamaeza campanisona,Passeriformes,Formicariidae,,Chamaeza,campanisona,tovaca-campainha,Short-tailed Antthrush,https://www.wikiaves.com.br/wiki/tovaca-campainha
1046696,Chamaeza nobilis,Passeriformes,Formicariidae,,Chamaeza,nobilis,tovaca-estriada,Striated Antthrush,https://www.wikiaves.com.br/wiki/tovaca-estriada
1046697,Chamaeza meruloides,Passeriformes,Formicariidae,,Chamaeza,meruloides,tovaca-cantadora,Such's Antthrush,https://www.wikiaves.com.br/wiki/tovaca-cantadora
1046698,Chamaeza ruficauda,Passeriformes,Formicariidae,,Chamaeza,ruficauda,tovaca-de-rabo-vermelho,Rufous-tailed Antthrush,https://www.wikiaves.com.br/wiki/tovaca-de-rabo-vermelho
1046700,Sclerurus macconnelli,Passeriformes,Scleruridae,,Sclerurus,macconnelli,vira-folha-de-peito-vermelho,Tawny-throated Leaftosser,https://www.wikiaves.com.br/wiki/vira-folha-de-peito-vermelho
1046701,Sclerurus rufigularis,Passeriformes,Scleruridae,,Sclerurus,rufigularis,vira-folha-de-bico-curto,Short-billed Leaftosser,https://www.wikiaves.com.br/wiki/vira-folha-de-bico-curto
1046702,Sclerurus caudacutus,Passeriformes,Scleruridae,,Sclerurus,caudacutus,vira-folha-pardo,Black-tailed Leaftosser,https://www.wikiaves.com.br/wiki/vira-folha-pardo
1046703,Sclerurus albigularis,Passeriformes,Scleruridae,,Sclerurus,albigularis,vira-folha-de-garganta-cinza,Gray-throated Leaftosser,https://www.wikiaves.com.br/wiki/vira-folha-de-garganta-cinza
1046704,Sclerurus cearensis,Passeriformes,Scleruridae,,Sclerurus,cearensis,vira-folha-cearense,Ceara Leaftosser,https://www.wikiaves.com.br/wiki/vira-folha-cearense
1046705,Sclerurus scansor,Passeriformes,Scleruridae,,Sclerurus,scansor,vira-folha,Rufous-breasted Leaftosser,https://www.wikiaves.com.br/wiki/vira-folha
1046706,Geositta cunicularia,Passeriformes,Scleruridae,,Geositta,cunicularia,curriqueiro,Common Miner,https://www.wikiaves.com.br/wiki/curriqueiro
1046707,Geositta poeciloptera,Passeriformes,Scleruridae,,Geositta,poeciloptera,andarilho,Campo Miner,https://www.wikiaves.com.br/wiki/andarilho
1046708,Certhiasomus stictolaemus,Passeriformes,Dendrocolaptidae,Sittasominae,Certhiasomus,stictolaemus,arapaçu-de-garganta-pintada,Spot-throated Woodcreeper,https://www.wikiaves.com.br/wiki/arapacu-de-garganta-pintada
1046709,Sittasomus griseicapillus,Passeriformes,Dendrocolaptidae,Sittasominae,Sittasomus,griseicapillus,arapaçu-verde,Olivaceous Woodcreeper,https://www.wikiaves.com.br/wiki/arapacu-verde
1046710,Deconychura longicauda,Passeriformes,Dendrocolaptidae,Sittasominae,Deconychura,longicauda,arapaçu-rabudo,Long-tailed Woodcreeper,https://www.wikiaves.com.br/wiki/arapacu-rabudo
1046711,Dendrocincla merula,Passeriformes,Dendrocolaptidae,Sittasominae,Dendrocincla,merula,arapaçu-da-taoca,White-chinned Woodcreeper,https://www.wikiaves.com.br/wiki/arapacu-da-taoca
1046712,Dendrocincla fuliginosa,Passeriformes,Dendrocolaptidae,Sittasominae,Dendrocincla,fuliginosa,arapaçu-pardo,Plain-brown Woodcreeper,https://www.wikiaves.com.br/wiki/arapacu-pardo
1046713,Dendrocincla atrirostris,Passeriformes,Dendrocolaptidae,Sittasominae,Dendrocincla,atrirostris,arapaçu-pardo-de-mato-grosso,d'Orbignys Woodcreeper,https://www.wikiaves.com.br/wiki/arapacu-pardo-de-mato-grosso
1046714,Dendrocincla taunayi,Passeriformes,Dendrocolaptidae,Sittasominae,Dendrocincla,taunayi,arapaçu-pardo-do-nordeste,Pernambuco Woodcreeper,https://www.wikiaves.com.br/wiki/arapacu-pardo-do-nordeste
1046715,Dendrocincla turdina,Passeriformes,Dendrocolaptidae,Sittasominae,Dendrocincla,turdina,arapaçu-liso,Plain-winged Woodcreeper,https://www.wikiaves.com.br/wiki/arapacu-liso
1046716,Glyphorynchus spirurus,Passeriformes,Dendrocolaptidae,Dendrocolaptinae,Glyphorynchus,spirurus,arapaçu-bico-de-cunha,Wedge-billed Woodcreeper,https://www.wikiaves.com.br/wiki/arapacu-bico-de-cunha
1046717,Dendrexetastes rufigula,Passeriformes,Dendrocolaptidae,Dendrocolaptinae,Dendrexetastes,rufigula,arapaçu-galinha-da-guiana,Cinnamon-throated Woodcreeper,https://www.wikiaves.com.br/wiki/arapacu-galinha-da-guiana
1046718,Dendrexetastes devillei,Passeriformes,Dendrocolaptidae,Dendrocolaptinae,Dendrexetastes,devillei,arapaçu-galinha-ocidental,Deville's Woodcreeper,https://www.wikiaves.com.br/wiki/arapacu-galinha-ocidental
1046719,Dendrexetastes paraensis,Passeriformes,Dendrocolaptidae,Dendrocolaptinae,Dendrexetastes,paraensis,arapaçu-galinha-do-pará,Para Woodcreeper,https://www.wikiaves.com.br/wiki/arapacu-galinha-do-para
1046720,Nasica longirostris,Passeriformes,Dendrocolaptidae,Dendrocolaptinae,Nasica,longirostris,arapaçu-de-bico-comprido,Long-billed Woodcreeper,https://www.wikiaves.com.br/wiki/arapacu-de-bico-comprido
1046721,Dendrocolaptes certhia,Passeriformes,Dendrocolaptidae,Dendrocolaptinae,Dendrocolaptes,certhia,arapaçu-barrado,Amazonian Barred Woodcreeper,https://www.wikiaves.com.br/wiki/arapacu-barrado
1046722,Dendrocolaptes radiolatus,Passeriformes,Dendrocolaptidae,Dendrocolaptinae,Dendrocolaptes,radiolatus,arapaçu-barrado-do-napo,Napo Woodcreeper,https://www.wikiaves.com.br/wiki/arapacu-barrado-do-napo
1046723,Dendrocolaptes juruanus,Passeriformes,Dendrocolaptidae,Dendrocolaptinae,Dendrocolaptes,juruanus,arapaçu-barrado-do-juruá,Juruá Woodcreeper,https://www.wikiaves.com.br/wiki/arapacu-barrado-do-jurua
1046724,Dendrocolaptes concolor,Passeriformes,Dendrocolaptidae,Dendrocolaptinae,Dendrocolaptes,concolor,arapaçu-concolor,Plain-colored Woodcreeper,https://www.wikiaves.com.br/wiki/arapacu-concolor
1046725,Dendrocolaptes ridgwayi,Passeriformes,Dendrocolaptidae,Dendrocolaptinae,Dendrocolaptes,ridgwayi,arapaçu-barrado-do-tapajós,Ridgway's Woodcreeper,https://www.wikiaves.com.br/wiki/arapacu-barrado-do-tapajos
1046726,Dendrocolaptes retentus,Passeriformes,Dendrocolaptidae,Dendrocolaptinae,Dendrocolaptes,retentus,arapaçu-barrado-do-xingu,Xingu Woodcreeper,https://www.wikiaves.com.br/wiki/arapacu-barrado-do-xingu
1046727,Dendrocolaptes medius,Passeriformes,Dendrocolaptidae,Dendrocolaptinae,Dendrocolaptes,medius,arapaçu-barrado-do-leste,Todd's Woodcreeper,https://www.wikiaves.com.br/wiki/arapacu-barrado-do-leste
1046728,Dendrocolaptes picumnus,Passeriformes,Dendrocolaptidae,Dendrocolaptinae,Dendrocolaptes,picumnus,arapaçu-meio-barrado,Black-banded Woodcreeper,https://www.wikiaves.com.br/wiki/arapacu-meio-barrado
1046729,Dendrocolaptes hoffmannsi,Passeriformes,Dendrocolaptidae,Dendrocolaptinae,Dendrocolaptes,hoffmannsi,arapaçu-marrom,Hoffmanns's Woodcreeper,https://www.wikiaves.com.br/wiki/arapacu-marrom
1046730,Dendrocolaptes transfasciatus,Passeriformes,Dendrocolaptidae,Dendrocolaptinae,Dendrocolaptes,transfasciatus,arapaçu-meio-barrado-do-xingu,Santarem Woodcreeper,https://www.wikiaves.com.br/wiki/arapacu-meio-barrado-do-xingu
1046731,Dendrocolaptes platyrostris,Passeriformes,Dendrocolaptidae,Dendrocolaptinae,Dendrocolaptes,platyrostris,arapaçu-grande,Planalto Woodcreeper,https://www.wikiaves.com.br/wiki/arapacu-grande
1046732,Hylexetastes stresemanni,Passeriformes,Dendrocolaptidae,Dendrocolaptinae,Hylexetastes,stresemanni,arapaçu-de-barriga-pintada,Bar-bellied Woodcreeper,https://www.wikiaves.com.br/wiki/arapacu-de-barriga-pintada
1046733,Hylexetastes perrotii,Passeriformes,Dendrocolaptidae,Dendrocolaptinae,Hylexetastes,perrotii,arapaçu-de-bico-vermelho,Red-billed Woodcreeper,https://www.wikiaves.com.br/wiki/arapacu-de-bico-vermelho
1046734,Hylexetastes uniformis,Passeriformes,Dendrocolaptidae,Dendrocolaptinae,Hylexetastes,uniformis,arapaçu-uniforme,Uniform Woodcreeper,https://www.wikiaves.com.br/wiki/arapacu-uniforme
1046735,Xiphocolaptes promeropirhynchus,Passeriformes,Dendrocolaptidae,Dendrocolaptinae,Xiphocolaptes,promeropirhynchus,arapaçu-vermelho,Strong-billed Woodcreeper,https://www.wikiaves.com.br/wiki/arapacu-vermelho
1046736,Xiphocolaptes carajaensis,Passeriformes,Dendrocolaptidae,Dendrocolaptinae,Xiphocolaptes,carajaensis,arapaçu-do-carajás,Carajas Woodcreeper,https://www.wikiaves.com.br/wiki/arapacu-do-carajas
1046737,Xiphocolaptes falcirostris,Passeriformes,Dendrocolaptidae,Dendrocolaptinae,Xiphocolaptes,falcirostris,arapaçu-do-nordeste,Moustached Woodcreeper,https://www.wikiaves.com.br/wiki/arapacu-do-nordeste
1046738,Xiphocolaptes albicollis,Passeriformes,Dendrocolaptidae,Dendrocolaptinae,Xiphocolaptes,albicollis,arapaçu-de-garganta-branca,White-throated Woodcreeper,https://www.wikiaves.com.br/wiki/arapacu-de-garganta-branca
1046739,Xiphocolaptes major,Passeriformes,Dendrocolaptidae,Dendrocolaptinae,Xiphocolaptes,major,arapaçu-do-campo,Great Rufous Woodcreeper,https://www.wikiaves.com.br/wiki/arapacu-do-campo
1046740,Xiphorhynchus obsoletus,Passeriformes,Dendrocolaptidae,Dendrocolaptinae,Xiphorhynchus,obsoletus,arapaçu-riscado,Striped Woodcreeper,https://www.wikiaves.com.br/wiki/arapacu-riscado
1046741,Xiphorhynchus fuscus,Passeriformes,Dendrocolaptidae,Dendrocolaptinae,Xiphorhynchus,fuscus,arapaçu-rajado,Lesser Woodcreeper,https://www.wikiaves.com.br/wiki/arapacu-rajado
1046742,Xiphorhynchus atlanticus,Passeriformes,Dendrocolaptidae,Dendrocolaptinae,Xiphorhynchus,atlanticus,arapaçu-rajado-do-nordeste,Ceara Woodcreeper,https://www.wikiaves.com.br/wiki/arapacu-rajado-do-nordeste
1046743,Xiphorhynchus pardalotus,Passeriformes,Dendrocolaptidae,Dendrocolaptinae,Xiphorhynchus,pardalotus,arapaçu-assobiador,Chestnut-rumped Woodcreeper,https://www.wikiaves.com.br/wiki/arapacu-assobiador
1046744,Xiphorhynchus chunchotambo,Passeriformes,Dendrocolaptidae,Dendrocolaptinae,Xiphorhynchus,chunchotambo,arapaçu-de-tschudi,Tschudi's Woodcreeper,https://www.wikiaves.com.br/wiki/arapacu-de-tschudi
1046745,Xiphorhynchus beauperthuysii,Passeriformes,Dendrocolaptidae,Dendrocolaptinae,Xiphorhynchus,beauperthuysii,arapaçu-ocelado-do-norte,Northern Ocellated Woodcreeper,https://www.wikiaves.com.br/wiki/arapacu-ocelado-do-norte
1046746,Xiphorhynchus ocellatus,Passeriformes,Dendrocolaptidae,Dendrocolaptinae,Xiphorhynchus,ocellatus,arapaçu-ocelado,Ocellated Woodcreeper,https://www.wikiaves.com.br/wiki/arapacu-ocelado
1046747,Xiphorhynchus elegans,Passeriformes,Dendrocolaptidae,Dendrocolaptinae,Xiphorhynchus,elegans,arapaçu-elegante,Elegant Woodcreeper,https://www.wikiaves.com.br/wiki/arapacu-elegante
1046748,Xiphorhynchus spixii,Passeriformes,Dendrocolaptidae,Dendrocolaptinae,Xiphorhynchus,spixii,arapaçu-de-spix,Spix's Woodcreeper,https://www.wikiaves.com.br/wiki/arapacu-de-spix
1046749,Xiphorhynchus guttatus,Passeriformes,Dendrocolaptidae,Dendrocolaptinae,Xiphorhynchus,guttatus,arapaçu-de-garganta-amarela,Buff-throated Woodcreeper,https://www.wikiaves.com.br/wiki/arapacu-de-garganta-amarela
1046750,Xiphorhynchus guttatoides,Passeriformes,Dendrocolaptidae,Dendrocolaptinae,Xiphorhynchus,guttatoides,arapaçu-de-lafresnaye,Lafresnaye's Woodcreeper,https://www.wikiaves.com.br/wiki/arapacu-de-lafresnaye
1046751,Dendroplex picus,Passeriformes,Dendrocolaptidae,Dendrocolaptinae,Dendroplex,picus,arapaçu-de-bico-branco,Straight-billed Woodcreeper,https://www.wikiaves.com.br/wiki/arapacu-de-bico-branco
1046752,Dendroplex kienerii,Passeriformes,Dendrocolaptidae,Dendrocolaptinae,Dendroplex,kienerii,arapaçu-ferrugem,Zimmer's Woodcreeper,https://www.wikiaves.com.br/wiki/arapacu-ferrugem
1046753,Campylorhamphus trochilirostris,Passeriformes,Dendrocolaptidae,Dendrocolaptinae,Campylorhamphus,trochilirostris,arapaçu-beija-flor,Red-billed Scythebill,https://www.wikiaves.com.br/wiki/arapacu-beija-flor
